nom adhérent;icon;catégorie;adresse;latitude;longitude;téléphone;site web;activité;texte;mots clés;
AEROPORTS DE LA COTE D'AZUR;TV/grands groupes/aeoroport_cotedazur.jpg;Grands groupes;"Rue Costes et Bellonte 
06206 NICE CEDEX 3";43.667485 ;7.209968;08 20 42 33 33;www.cote-azur.aeroport.fr;;Aéroport International de Nice Côte d'Azur et Aéroport de Cannes-Mandelieu;Aéroport;
AMADEUS;TV/grands groupes/AMADEUS.jpg;Grands groupes;"485 Route du Pin Montard 
06902 SOPHIA ANTIPOLIS CEDEX";43.622065 ;7.062626;04 92 94 60 00;www.amadeus.com;;Distribution de produits de voyages (GDS) et fournisseur de technologies pour l'industrie du voyage;Technologies du voyage;
ATOS;TV/grands groupes/atos.gif;Grands groupes;"150 Allée Pierre Ziller 
06905 SOPHIA ANTIPOLIS CEDEX";43.626248 ;7.043004;04 97 15 79 00;www.atos.net;"Notre mission prioritaire est d'optimiser l'utilisation des nouvelles technologies des systèmes d'information de nos clients et ainsi développer avec eux une nouvelle génération de services.
ATOS propose des services et des solutions informatiques innovants, moteurs importants pour l'avenir. Ils apportent à nos clients une forte valeur ajoutée et leur assurent un avantage significatif. Traduire la vision stratégique de nos clients en résultats : telle est notre priorité.
Nous continuons à développer notre expertise par la création d'alliances, de partenariats et de joint-ventures. C'est une excellente opportunité d'accroître l'activité ; cette formule permet un partage des risques et des bénéfices entre les deux parties, qui anticipent ensemble les besoins du troisième millénaire.
Travailler ensemble à la réalisation des objectifs de nos clients, anticiper et répondre à leurs attentes…
ATOS s'engage à mettre en oeuvre, à maintenir un service d'excellence et à poursuivre sa démarche de développement continu dans ses relations clients.";Avec des implantations à travers le monde, ATOS propose une capacité d'intervention mondiale. Nous fournissons des solutions de conseil, d'intégration de systèmes et d'infogérance qui permettent d'apporter de la valeur ajoutée aux systèmes d'information de nos clients;Business Technologists;
AXIANS;TV/grands groupes/Axians.png;Grands groupes;"67, montée de St Menet Bât D
Parc de la Buzine 
13011 MARSEILLE";43.292813 ;5.49498;04 91 27 27 70;www.axians.com;"Axians est un acteur du monde connecté en proposant des solutions performantes de mobilité, sécurité et stockage.
Les technologies maîtrisées par la marque permettent de véhiculer simultanément la voix sur IP (Internet Protocol), les données et les flux audio et vidéo en toute sécurité, sur les réseaux d'entreprise et en mobilité.

Les entreprises Axians accompagnent leurs clients à chaque étape de leurs projets pour leur permettre d'optimiser leur système de communication et d'augmenter leur productivité globale tout en bénéficiant des dernières technologies.";Axians est la marque de VINCI Energies spécialisée dans le domaine des technologies de l'information, c'est à dire l'ensemble des solutions et des services liés aux infrastructures informatiques et aux moyens de communications dédiés aux entreprises.;Cloud, Energies, Mobilité, Réseaux, Sécurité, Services numériques, Solutions audiovisuelles;
CGI France;TV/grands groupes/CGI.png;Grands groupes;"310 Rue du vallon – Atlas B 
06560 VALBONNE";43.64152 ;7.009186;04 92 94 76 76;www.cgi.com;"Elle propose conseil en management, intégration de technologies et externalisation à ses clients du monde entier, dont les plus grandes entreprises en Europe. Logica crée de la valeur pour ses clients en intégrant avec succès les hommes, les enjeux business et les technologies.
Elle s'engage dans des collaborations à long terme et exploite ses savoirs pour répondre de façon innovante aux besoins de ses clients. Logica est coté à la Bourse de Londres et d'Amsterdam (LSE : LOG ; Euronext : LOG). ";CGI (Ex-Logica) est l'entreprise du service en business et technologie. Elle réunit 41 000 collaborateurs;Conseils, Etudes techniques, Transformation numérique;
HEWLETT PACKARD ENTERPRISE;TV/grands groupes/HP-ENTERPRISE.jpg;Grands groupes;"Marco Polo – Bâtiment B 
ZAC du Font de l'Orme 1
790, Avenue du Docteur Donat 
06254 MOUGINS CEDEX";43.602332 ;7.006491;08 20 21 12 11;www.hp.com;;;Matériel informatique, Technologie de pointe;
MONACO TELECOM;TV/grands groupes/Monaco-Telecom.png;Grands groupes;"BP 377
25 Boulevard de Suisse 
98008 MONACO";43.73859 ;7.423823;+377 99 66 63 00;www.monaco-telecom.mc;"Opérateur d'infrastructures Cloud, Monaco Telecom propose un accompagnement sur mesure aux entreprises et acteurs de l'IT grâce à un réseau international performant et sécurisé et un point d'atterrage du câble sous marin Europe-India-Gateway, reliant l'Europe à l'Asie.
A l'international, nous nous sommes associés avec succès à des entreprises de télécommunications mobiles au Kosovo et en Afghanistan pour apporter un soutien aux opérations et à l'infrastructure de réseau (GSM, données, communication vocale internationale, gestion du trafic et itinérance).
Nos actionnaires nous donnent les moyens d'être aujourd'hui une entreprise dynamique, qui investit et qui se développe, sur le territoire de la Principauté mais également à l'international.";Monaco Telecom fournit des services de téléphonie mobile, de téléphonie fixe, Internet et de télévision en Principauté.;Cloud, Telecom, Réseaux, IT;
ORANGE;TV/grands groupes/orange.jpg;Grands groupes;"905 Rue Albert Einstein 
06921 SOPHIA ANTIPOLIS CEDEX";43.616474 ;7.053827;08 10 83 06 06;www.orange.com;;Opérateur télécom.;Opérateur Telecom, Numérique;
SII;TV/grands groupes/SII.jpg;Grands groupes;"Le Marco Polo Bât D
2790 Ave du Dr Maurice Donat 
06250 MOUGINS";43.612425 ;7.02644;04 92 96 88 99;www.sii.fr;;Véritable partenaire technologique, SII apporte des solutions à forte valeur ajoutée aux projets informatiques de nombreuses grandes entreprises;Telecom, Médias, Aéronautique, Défense, Electronique, Banque, Assurane, Automobile, Tourisme, Transports, Servies publics, Energie, Commerce et distribution;
SOLOCAL GROUP;TV/grands groupes/Solocal-Group.png;Grands groupes;"204 rond point du Pont de Sèvres 
92100 BOULOGNE BILLANCOURT";48.827838 ;2.231835;01 46 23 33 76;www.solocalgroup.com;Le Groupe crée des contenus publicitaires et des audiences pour apporter plus de visites et de contacts aux entreprises et ainsi dynamiser leur activité. Pour produire ces contenus et les diffuser, le Groupe compte près de 4 800 collaborateurs en France, Espagne, Autriche et Royaume Uni, dont 2 300 conseillers en communication locale et de très nombreux talents digitaux.;SoLocal Group est le n°1 européen de la communication digitale locale.;Communication digitale;
SOPRA STERIA;TV/grands groupes/SOPRA STERIA.png;Grands groupes;"1180, route des Dolines 
06904 SOPHIA ANTIPOLIS";43.625156 ;7.039451;04 83 15 00 00;www.soprasteria.com;"Combinant valeur ajoutée et innovation dans les solutions apportées, qualité industrielle et performance des services délivrés, Sopra est le partenaire de référence des grandes entreprises et organisations qui recherchent le meilleur usage du numérique pour assurer leur développement et leur compétitivité.
Sopra est une marque de Sopra Steria Group, constitué en septembre 2014 suite au rapprochement de Sopra et de Steria et figurant parmi les leaders européens de la transformation numérique avec l'un des portefeuilles d'offres les plus complets du marché. Fort de 35 000 collaborateurs dans plus de 20 pays, Sopra Steria Group affiche un chiffre d'affaires pro forma 2013 de 3,1 milliards d'euros.";Acteur majeur du conseil, des services technologiques et de l'édition de solutions en Europe, SOPRA STERIA accompagne ses clients dans la transformation numérique de leurs métiers et systèmes d'information;Innovation des solutions, Transformation numérique, Consulting, Management, Intégration des systèmes;
THALES ALENIA SPACE;TV/grands groupes/THALESALENIASPACE.jpg;Grands groupes;"100 Boulevard du Midi Cedex 
06156 CANNES-LA-BOCCA";43.537741 ;6.954264;04 92 92 71 00;www.thalesaleniaspace.com;;;Technologies spaciales novatrices;
VEOLIA EAU;TV/grands groupes/VEOLIA.jpg;Grands groupes;"12 Boulevard René Cassin 
06293 NICE";43.674336 ;7.226168;04 92 29 80 00;www.veoliaeau.fr;;;Eau, Réseau x, Canalisation;
VISTEON SOFTWARE TECHNOLOGIES;TV/grands groupes/Visteon.png;Grands groupes;"1800, route des Crêtes 
06560 VALBONNE";43.628412 ;7.041903;04 92 95 26 00;www.visteon.com;;Centre R&D et Innovation : développement IHM, applications embarquées et mobiles, infotainment, véhicules connectés, transports intelligents.;Ecrans, Cockpit Electronics, Connected audio;
ADEME;TV/institutionnels/ADEME.jpg;Institutionnels;"500 route des Lucioles 
06560 SOPHIA ANTIPOLIS";43.616792 ;7.050199;04 93 95 79 15;www.ademe.fr;Afin de leur permettre de progresser dans leur démarche environnementale, l'ADEME met à disposition des entreprises, des collectivités locales, des pouvoirs publics et du grand public ses capacités d'expertise et de conseil. Elle aide en outre au financement de projets, de la recherche à la mise en œuvre, et ce, dans les domaines suivants : la gestion des déchets, la préservation des sols, l'efficacité énergétique et les énergies renouvelables, la qualité de l'air et la lutte contre le bruit.;L'ADEME est l'opérateur de l'État pour accompagner la transition écologique et énergétique. C'est un établissement public à caractère industriel et commercial (EPIC) placé sous tutelle conjointe du ministère de l'Écologie, du Développement durable et de l'Énergie et du ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche;Expertise, Conseils, Priorités stratégiques;
BPI France;TV/institutionnels/BPI_France.png;Institutionnels;"Immeuble Porte de l'Arenas D 
455 Promenade des Anglais 
06299 NICE CEDEX 3";43.667479 ;7.21377;04 92 29 42 85;www.bpifrance.fr;;;Investissement, financement;
CASA;TV/institutionnels/CASA.jpg;Institutionnels;"449 Route des Crêtes
Les Genêts 
06560 SOPHIA ANTIPOLIS";43.624179 ;7.030018;04 89 87 70 00;www.agglo-casa.fr;Développement économique, habitat, aménagement de l'espace, politique de la ville, environnement, équipement, voirie.;Communauté d'Agglomération Sophia Antipolis.;Développement économique, habitat, aménagement de l'espace, politique de la ville, environnement, équipement, voirie.;
CCI NICE COTE D'AZUR;TV/institutionnels/CCI.png;Institutionnels;"20 Boulevard Carabacel 
06005 NICE CEDEX 1";43.703638 ;7.275481;;www.cote-azur.cci.fr;;Acompagnement développement des entreprises sur la côte d'azur.;Développement entreprise;
CONSEIL REGIONAL PACA;TV/institutionnels/PACA3.jpg;Institutionnels;"27, place Jules Guesde 
13481 MARSEILLE";43.301214 ;5.373691; 04 91 57 50 57;www.regionpaca.fr;;Au-delà des compétences spécifiques déterminées par la loi que sont : les Lycées, la formation professionnelle, l'apprentissage, le développement économique et l'aménagement du territoire, la Région a étendu ses compétences dans les domaines de l'environnement, de la recherche, de la jeunesse et de manière encore plus affirmée dans le domaine des transports, surtout ferroviaires.;Conseil Régional;
DEPARTEMENT DES ALPES-MARITIMES;TV/institutionnels/DEPARTEMENT.png;Institutionnels;"208 Route de Grenoble 
06200 NICE";43.671643 ;7.203213;04 97 18 60 00;www.departement06.fr;;;Département 06;
DIRECCTE;TV/institutionnels/direccte.png;Institutionnels;"UT 06 – Immeuble Porte de l'Arénas Entrée B 3ème étage
455 Promenade des Anglais 
CS 43311 
06206 Nice cedex 3";43.667479 ;7.21377;04 93 72 76 00 ;www.direccte.gouv.fr;;;Compétences de contrôle, Compétences d'animation, Conseils;
METROPOLE NICE COTE D'AZUR;TV/institutionnels/MetropoleNiceCotedAzur.png;Institutionnels;"405 Promenade des Anglais 
06202 NICE CEDEX 3";43.668763 ;7.219198;04 89 98 10 00;www.nicecotedazur.org;;;Développement économique, Urbanisation, Habitat, Territoire, Environnement, Emploi, Politique de la ville, Déplacement;
POLE EMPLOI;TV/institutionnels/pole-emploi.jpg;Institutionnels;"Pôle Emploi (Espace cadres) 665
1ère avenue 
06600 ANTIBES";43.600352 ;7.093105;;www.pole-emploi.fr;;;Emploi, Formation, Offres, Conseils;
SYMISA;TV/institutionnels/symisa.jpg;Institutionnels;"Business Pôle – Bât, B Entrée A
1047 Route des Dolines
Allée Pierre Ziller 
06560 SOPHIA ANTIPOLIS";43.627082;7.0409;04 92 94 59 94;www.sophia-antipolis.net;;Syndicat Mixte Sophia Antipolis;Syndicat Mixte;
TEAM COTE D'AZUR;TV/institutionnels/Team cote dazur.jpg;Institutionnels;"400 Promenade des Anglais 
06204 NICE CEDEX 3";43.669223 ;7.220635;04 92 17 51 51;www.teamcotedazur.fr;;;Promotion économique, High Tech, HighLife, Investissement;
VILLE DE BIOT;TV/institutionnels/biot.jpg;Institutionnels;"Ville de Biot-Sophia Antipolis 
CS 90339 
06906 Sophia Antipolis CEDEX";43.626851 ;7.09808;04 92 91 55 87;www.biot.fr;"La ville possède une identité forte, héritée d'un passé riche en événements historiques et d'un patrimoine culturel et artistique exceptionnel. Le musée national Fernand Léger en est l'un des témoins prestigieux. La “cité verrière” abrite par ailleurs depuis plus d'un demi-siècle les plus grands noms parmi les maîtres-verriers. L'activité du verre biotoise est devenue un véritable mouvement artistique et artisanal, et contribue à la renommée de la ville dans le monde entier.
À quelques minutes seulement de la mer, les amoureux de nature trouveront également un parc naturel propice à de belles promenades le long de la Brague, paisible cours d'eau. Quatre parcours de golf complètent l'ensemble des privilèges à découvrir dans cette ville pleine de charme.
Située en grande partie sur la commune de Biot, Sophia Antipolis constitue un site préservé exceptionnel de plus de 2 000 hectares entre mer et montagne. Référence internationale des parcs scientifiques, la réussite de cette technopole a été insufflée par la création d'un modèle de développement économique et de recherche dans un cadre naturel unique et multiculturel.
La commune de Biot – Sophia Antipolis comprend ainsi sur son territoire des entreprises de renommée mondiale dans le domaine de la recherche et du développement, telles que Toyota Europe Design Development, Galderma ou encore Amadeus.";Idéalement située au cœur de la Côte d'Azur, entre Nice et Cannes, dominant la Méditerranée, Biot, commune paisible de 10 000 habitants en pleine expansion, recèle d'incroyables trésors à découvrir.;Commune;
CESI;TV/academiques/CESI.jpg;Académiques / Centres de recherche;"1240 Route des Dolines Buropolis 
06560 SOPHIA ANTIPOLIS";43.625108 ;7.040826;04 72 18 54 70;www.cesi.fr;;Groupe d'enseignement supérieur et de formation professionnelle spécialisé dans la formation des cadres, agents de maitrise, ingénieurs, techniciens et experts métiers;Enseignement supérieur, formation professionnelle;
DATA SCIENCETECH INSTITUTE;TV/academiques/DSTI.png;Académiques / Centres de recherche;"Les Algorithmes, Aristote A
2000 Route des Lucioles BP 29, Sophia Antipolis Lucioles II";43.61615 ;7.066475;04 92 94 48 14;;"Data ScienceTech Institute est une école supérieure d'application avec une philosophie industrielle, autant dans notre mode d'enseignement qu'avec nos relations entreprises et écosystèmes.
Enseignement supérieur
Formation professionnelle d'adultes";Data ScienceTech Institute est une école supérieure d'application avec une philosophie industrielle, autant dans notre mode d'enseignement qu'avec nos relations entreprises et écosystèmes.;Big data, Data science;
EDHEC;TV/academiques/EDHEC.png;Académiques / Centres de recherche;"393 Promenade des Anglais 
06202 NICE CEDEX 3";43.68479 ;7.235733;04 93 18 99 66;www.edhec.edu;"L'ambition du Groupe EDHEC est d'être reconnu pour l'impact de ses recherches et de ses formations sur les entreprises, par les idées innovantes et les outils qu'il leur propose. Cette stratégie, appelée « EDHEC for Business », s'appuie ainsi sur une recherche académique d'excellence qui se poursuit par une diffusion systématique de ses résultats au sein de ses programmes (Masters of Science, PhD…), au monde des affaires et à la société.  Le Groupe EDHEC propose un large éventail de formations destinées à couvrir l'ensemble des besoins des entreprises nationales et internationales.
Des formations initiales qui se basent sur un projet pédagogique qui marie l'excellence académique et les différentes expériences acquises au cours de la scolarité : stages, échanges académiques, vie associative… développant ainsi les talents de nos futurs diplômés.
Des programmes pour cadres et dirigeants en formation continue. Le Groupe EDHEC forme en effet chaque année 10 000 managers et dirigeants grâce à une gamme élargie de programmes diplômants, certifiants ou encore sur-mesure pour répondre aux besoins des entreprises. 

6 000 étudiants et 10 000 cadres en formation continue
17 programmes diplômants : ESPEME – programme postbac, Master in Management, Masters of Science,
2MBAs, un PhD in Finance…
23 000 participants aux conférences et séminaires organisés dans 28 capitales économiques mondiales
24 700 diplômés dans 116 pays
134 professeurs permanents (49% d'internationaux) et 810 enseignants vacataires
13 chaires de recherche et d'enseignement
Un budget de 82M€, 1/3 provenant des entreprises, et 20% investis dans la Recherche
5 campus (Lille, Nice, Paris, Londres et Singapour)
Triple Accréditations EQUIS – AACSB – AMBA";Business School.;Business School, e-learning, Expertise carrières, Vie étudiante;
ETSI;TV/academiques/ETSI.jpg;Académiques / Centres de recherche;"650 Route des Lucioles 
06921 SOPHIA ANTIPOLIS CEDEX";43.616913 ;7.052849;04 92 94 42 00;www.etsi.org;ETSI produit des normes applicables dans le monde entier pour les Technologies de l'Information et de la Communication (TIC), dans les domaines des technologies filaires, mobiles, radios, convergentes, aéronautiques, de télétransmission et d'internet. L'Institut est officiellement reconnu par l'Union Européenne en tant qu'Organisation Européenne de Normalisation. ETSI est une association indépendante, à but non lucratif, qui regroupe plus de 800 membres provenant de 64 pays sur les 5 continents. Ils déterminent son programme de travail et participent directement à son élaboration.;European Telecommunications Standards Institute (ETSI);Normes de télécommunications, Interopérabilité;
EURECOM;TV/academiques/EURECOM.jpg;Académiques / Centres de recherche;"Campus SophiaTech - les Templiers
450 Route des Chappes 
06410 BIOT";43.614091 ;7.081383;;www.eurecom.fr;"En 2012, EURECOM a accueilli pour la première fois un membre académique non européen, Vietnam National University Ho Chi Minh Ville (VNU). Ce partenariat avec l'une des plus importantes universités asiatique renforce la dimension internationale d'EURECOM qui s'exprime également dans le recrutement des professeurs comme dans celui des élèves, et dans le format des enseignements (Cursus européen et totalité des cours dispensés en anglais). EURECOM accueille une centaine d'étudiants de niveau Master par an, et plus de 70 étudiants en doctorat. L'institut Mines Telecom est membre fondateur d'EURECOM .
Preuve de son excellence académique, EURECOM a reçu en 2012 l'habilitation de la CTI pour délivrer deux nouveaux diplômes d'ingénieur de spécialisation en « Communications pour les transports intelligents » et « Sécurité pour les systèmes informatiques et les communications ». Ces diplômes sont ouverts aux étudiants titulaires d'un diplôme d'ingénieur français ou un diplôme de master étranger.
EURECOM bénéficie d'une forte interaction avec le monde industriel notamment au travers de sa structure de GIE qui regroupe des entreprises internationales comme : Swisscom, SFR, Orange, ST Ericsson, Cisco et BMW Group Research & Technology, Symantec, Monaco Telecom, SAP.
L'activité de recherche d'EURECOM est un élément structurant, organisée autour de trois thèmes principaux : réseaux et sécurité, communications multimédia, communications mobiles, elle contribue pour une large part à son budget. Deux laboratoires de Télécom ParisTech sont associés à EURECOM, System on Chip et Usages des Technologies de l'Information";EURECOM est une école d'ingénieurs et un centre de recherche en Systèmes de Communications créé à Sophia Antipolis par Télécom ParisTech (École Nationale Supérieure des Télécommunications) et l'EPFL (École Polytechnique Fédérale de Lausanne), rejointes par d'autres prestigieuses universités Européennes telles que : Aalto University (Helsinki), Politecnico di Torino, Technische Universität München (TUM), Norwegian University of Science and Technology (NTNU).;Centre de recherche, TIC, Formation, Enseignement;
INRIA SOPHIA ANTIPOLIS MEDITERRANEE;TV/academiques/INRIA.jpg;Académiques / Centres de recherche;"2004 Route des Lucioles 
06902 SOPHIA ANTIPOLIS CEDEX";43.615813 ;7.06838;04 92 38 77 77;www.inria.fr;;Institut national de recherche en informatique et en automatique;Excellence scientifique, Transfert technologique, Sciences informatiques et mathématiques;
INSTITUT PERICLES;TV/academiques/Institut-pericles.jpg;Académiques / Centres de recherche;"1 Avenue des Brucs AREP Center 
06560 VALBONNE SOPHIA ANTIPOLIS";43.627588 ;7.052263;;;;;Analyse des hautes technologies;
LABEX UCN@SOPHIA;TV/academiques/UCN.png;Académiques / Centres de recherche;"930 route des Colles 
BP145 
06903 SOPHIA ANTIPOLIS CEDEX";43.615572 ;7.071719;04 92 96 51 75;www.ucnlab.eu;"Le Laboratoire d'excellence (Labex) UCN@Sophia est un programme de recherche sur 8 ans (2012-2019) dans le domaine des réseaux centrés utilisateur (User-Centric Networks).
Il fédère les travaux de 120 chercheurs en informatique et télécommunications issus de 6 laboratoires partenaires (I3S,  LEAT, Inria Sophia Méditerranée, EURECOM, LTCI, EpOC) tous situés sur le campus Sophia Tech pour inventer les services que l'utilisateur attend de l'Internet de demain : la recherche intelligente de contenus, des applications distribuées fiables et efficaces, des infrastructures filaires ou sans fil performantes et sobres en énergie ainsi qu'un réseau garantissant la sécurité et la confidentialité des données.
Le transport intelligent et l'e-santé/maintien à domicile sont les deux domaines applicatifs choisis pour montrer les apports des méthodes et techniques développées et réaliser des expérimentations en conditions réelles.";Le Laboratoire d'excellence UCN@Sophia cherche à valoriser ses recherches, accélérer le transfert technologique des méthodes et techniques développées et réaliser des expérimentations en conditions réelles, notamment dans les secteur de l'e-santé et du transport intelligent;Programme de recherche informatique, Réseaux centrés utilisateur;
MEDIASCHOOL;TV/academiques/Mediaschool.png;Académiques / Centres de recherche;"30 avenue Jean Médecin 
06000 NICE";43.701486 ;7.267744; 04 93 91 42 96;www.mediaschool.eu;;École Supérieure de Communication, du Web et du Digital.;Formation;
SKEMA BUSINESS SCHOOL;TV/academiques/SKEMA.png;Académiques / Centres de recherche;"60 Rue DostoÏevski
06902 SOHIA ANTIPOLIS";43.613419 ;7.05706;04 93 95 44 87;www.skema.edu;;;Enseignement supérieur, Management;
UNIVERSITE DE NICE SOPHIA ANTIPOLIS;TV/academiques/UNS.jpg;Académiques / Centres de recherche;"28 Avenue Valrose 
BP 2135 
06103 NICE CEDEX 2";43.71633 ;7.269772;04 92 07 63 91;www.unice.fr;;;Université, Enseignement supérieur;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
